,id,name,slug,created_at,updated_at,keywords,deleted_at,searchable,franchise,New_id
243,523,General House Cleaning (with cleaning tools),general-house-cleaning-with-cleaning-tools,27:36.8,30:24.5,clean cleaning Residential Cleaning services keeping Home House Wash Washing part time maid partttime cleaning Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Iron Ironing Scrub Scrubbing Upkeep Build Building Building Cleaning Stain Stain Cleaning Dirt Dirty Kotor Disposal Cleanup Mess Messy Arrange Organize Dry Dry Clean Dry Cleaning Vacuum Mop Mopping Wipe Wiping Dust Dusty Home Clean Home Cleaning House Clean House Cleaning Professional Cleaning Cleaners,30:24.5,f,,522.0
244,628,General Pest Control,general-pest-control,06:35.0,37:54.6,"pests, pestcontrol, pest control servicing, extermination, rats, mice, cockroach, rodents, creatures, insects, removal, kill, killing, poison, terminate, pesticide, pest management, pest removal, pests remove, pests killing, inspection, investigate, investigation, ants, semut, roaches, lipas, tikus",37:54.6,f,f,628.0
245,568,General Pest Control (1 visit),pest-control-removal,15:47.2,57:08.7,"pests, pestcontrol, pest control servicing, extermination, rats, mice, cockroach, rodents, creatures, insects, removal, kill, killing, poison, terminate, pesticide, pest management, pest removal, pests remove, pests killing, inspection, investigate, investigation, ants, semut, roaches, lipas, tikus",,t,t,628.0
246,569,General Pest Control (6 visits),pest-control-removal-preservation,52:17.8,40:53.5,"pests, pestcontrol, pest control servicing, extermination, rats, mice, cockroach, rodents, creatures, insects, removal, kill, killing, poison, terminate, pesticide, pest management, pest removal, pests remove, pests killing, inspection, investigate, investigation, rat, ants, semut, roaches, lipas, tikus, rat",,t,t,628.0
247,286,General Photography,general-photography,3/12/2015 16:21,04:46.6,General Photography  ,8/12/2016 6:57,f,,51.0
248,287,General Videography,general-videography,3/12/2015 16:21,04:46.6,General Videography  ,8/12/2016 6:58,f,,55.0
249,301,German Language,german-language,3/12/2015 16:21,04:46.6,German Language  ,8/12/2016 6:58,f,,301.0
250,20,Glasswork,glasswork,1/11/2014 21:25,15:57.6,Glasswork Glass Glass Man Install New Glass Repair Glass Broken Glass Cracked Glass Glass Expert Mirror Man Mirror Expert Glass Contractor Shower Screen Shower Cubicle Glass Cubicle Glass Partition Cermin Cermin Pecah Cermin Baru Cermin Besar Windows Install Window Repair Window Fix Window New Mirror Countertop Staircase Railing Shower Toilet Contractor Repair Window Fix Window Repair Glass Install Window Tempered Glass Non Tempered Glass Tinted Glass Glass Fixer Window Man Window Repair Man Servis Cermin Partition Divider Cubicle General Handyman General Contracting Handyman Handyman Contractor,,t,f,20.0
251,333,GMAT,gmat,3/12/2015 16:21,04:46.6,GMAT  ,8/12/2016 6:58,f,,333.0
252,362,Golf Training,golf-training,3/12/2015 16:21,04:46.6,Golf Training  ,8/12/2016 7:00,f,,362.0
253,142,Graduation Photography,graduation-photography,11/7/2015 5:14,04:46.6,Graduation Photography,26/7/2015 11:25,f,,51.0
254,225,Graphic Designer,graphic-designer,3/12/2015 16:21,08:27.4,Graphic Designer  ,,t,,225.0
255,161,Grass Cutting,grass-cutting,3/12/2015 16:21,04:46.6,Grass Cutting  ,8/12/2016 7:00,f,,161.0
256,334,GRE,gre,3/12/2015 16:21,04:46.6,GRE  ,8/12/2016 7:00,f,,334.0
257,670,Group Outing,group-outing,23:32.3,26:54.8,Group Outing,,f,f,670.0
258,683,Group Outing (Cameron Highlands) - Daytrip,group-outing-cameron-highlands-daytrip,55:04.3,12:22.0,Group Outing (Cameron Highlands) - Daytrip,,t,f,670.0
259,681,Group Outing (Kuala Lumpur ATV Waterfall Adventure ) - Daytrip,group-outing-kuala-lumpur-atv-waterfall-adventure-daytrip,52:06.9,47:45.0,Group Outing (Kuala Lumpur ATV Waterfall Adventure ) - Daytrip,,t,f,670.0
260,679,Group Outing (Mabul - Sipadan Island) - 3 Days 2 Nights,group-outing-mabul-sipadan-island-3-days-2-nights,48:43.3,12:32.9,Group Outing (Mabul - Sipadan Island) - 3 Days 2 Nights,,t,f,670.0
261,682,Group Outing (Taman Negara) - 3 Days 2 Nights,group-outing-taman-negara-3-days-2-nights,53:26.2,01:28.2,Group Outing (Taman Negara) - 3 Days 2 Nights,,t,f,670.0
262,680,Group Outing (White Water Rafting at Kampar River) - Daytrip,group-outing-white-water-rafting-at-kampar-river-3-days-2-nights,50:31.9,48:18.2,"Group Outing (White Water Rafting at Kampar River), Daytrip, activity, trip, travel, holiday, tour, package, cuti",,t,f,670.0
263,363,Gymnastics Training,gymnastics,3/12/2015 16:21,04:46.6,Gymnastics  ,8/12/2016 7:01,f,,363.0
264,272,Hair & Makeup,hair-makeup,3/12/2015 16:21,04:46.6,Hair & Makeup  ,8/12/2016 7:01,f,,272.0
265,262,Hair Removal,hair-removal,3/12/2015 16:21,04:46.6,Hair Removal  ,8/12/2016 7:01,f,,262.0
266,263,Hair Treatment,hair-treatment,3/12/2015 16:21,04:46.6,Hair Treatment  ,8/12/2016 7:01,f,,263.0
267,99,Hatha Yoga,hatha-yoga,1/11/2014 21:25,04:46.6,Hatha Yoga Hatha Yoga Lessons Exercise Relaxed Flexibility Stretch Training Fit Fitness Yoga Trainer Instructor Health Healthy Sports Coach After Work Exercise Therapy Meditation Relaxation Yogi ,8/12/2016 7:02,f,,99.0
268,199,Healthy Food Chef,healthy-food-chef,3/12/2015 16:21,04:46.6,Healthy Food Chef  ,8/12/2016 7:02,f,,199.0
269,200,Healthy Food Supplier,healthy-food-supplier,3/12/2015 16:21,04:46.6,Healthy Food Supplier  ,8/12/2016 7:02,f,,200.0
270,210,Helicopter Rental,helicopter-rental,3/12/2015 16:21,04:46.6,Helicopter Rental  ,8/12/2016 7:03,f,,210.0
271,62,Highrise Cleaning,highrise-cleaning,1/11/2014 21:25,08:31.7,Highrise Cleaning tall high rise building build windows tingkap exterior facade ,,f,,62.0
272,162,Home Appliance Inspection,home-appliance-inspection,3/12/2015 16:21,04:46.6,Home Appliance Inspection  ,13/1/2016 8:48,f,,162.0
273,163,Home Appliance Installation,home-appliance-installation,3/12/2015 16:21,04:46.6,Home Appliance Installation  ,8/12/2016 7:03,f,,34.0
274,164,Home Appliance Repair,home-appliance-repair,3/12/2015 16:21,32:15.6,Home Appliance Repair,,f,,164.0
275,637,Home Renovation,home-renovation,56:52.2,58:05.9,Renovation Renovator Renovation Home Renovation Expert House Renovation Expert Renovation Specialist Renovate Living Room Renovate Kitchen Renovate Dining Room Renovate Bedroom Renovate Bathroom Kitchen Renovation Dining Renovation Bedroom Renovation Bathroom Renovatiom House Renovation Home Renovation Ubah Suai Rumah Renovate Rumah New House Design Design And Build Design And Build Contractors Renovation Contractors Design House Build House Redesign House Renovation Expert Kontraktor Kontraktor Rumah Redo House Redo Kitchen Redo Bathroom Redo Dining Room Redo Living Room Make New House Make New Kitchen Make New Living Room Make New Bathroom House Project New House Project Architect Developer Architecture Designer Building Building Expert Blueprint Servis Rumah General Contracting Handyman,,f,f,22.0
276,364,Homeopathy,homeopathy,3/12/2015 16:21,04:46.6,Homeopathy  ,8/12/2016 7:03,f,,364.0
277,365,Horse-Riding Training,horse-riding,3/12/2015 16:21,04:46.6,Horse-Riding  ,8/12/2016 7:03,f,,365.0
278,211,Hot Air Balloon Rental,hot-air-balloon-rental,3/12/2015 16:21,04:46.6,Hot AIr Balloon Rental  ,8/12/2016 7:03,f,,211.0
279,522,House Cleaning,house-cleaning,26:47.5,11:09.7,clean cleaning Residential Cleaning services keeping Home House Wash Washing part time maid partttime cleaning Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Iron Ironing Scrub Scrubbing Upkeep Build Building Building Cleaning Stain Stain Cleaning Dirt Dirty Kotor Disposal Cleanup Mess Messy Arrange Organize Dry Dry Clean Dry Cleaning Vacuum Mop Mopping Wipe Wiping Dust Dusty Home Clean Home Cleaning House Clean House Cleaning Professional Cleaning Cleaners,,t,f,522.0
280,621,House Cleaning (Exhibition),house-cleaning-exhibition,34:41.8,48:29.2,House Cleaning (Exhibition),,f,f,522.0
281,632,House Cleaning (Netmove),house-cleaning-netmove,05:58.5,37:15.8,house cleaning,,f,f,522.0
282,185,House Cleaning (Recurring),house-cleaning-recurring,3/12/2015 16:21,04:46.6,House Cleaning (Recurring)  ,8/12/2016 7:04,f,,522.0
283,660,House Cleaning (Voucher),house-cleaning-voucher,47:17.8,47:17.8,House Cleaning (Voucher),,f,f,522.0
284,531,House Cleaning (with tools & materials),house-cleaning-with-tools-materials,35:58.5,52:19.5,cleaning tools & materials,,f,,522.0
285,636,House Cleaning Service,house-cleaning-service,51:26.4,51:26.4,clean cleaning Residential Cleaning services keeping Home House Wash Washing part time maid partttime cleaning Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Iron Ironing Scrub Scrubbing Upkeep Build Building Building Cleaning Stain Stain Cleaning Dirt Dirty Kotor Disposal Cleanup Mess Messy Arrange Organize Dry Dry Clean Dry Cleaning Vacuum Mop Mopping Wipe Wiping Dust Dusty Home Clean Home Cleaning House Clean House Cleaning Professional Cleaning Cleaners,,f,f,522.0
286,57,House Cleaning Services,house-cleaning-services,1/11/2014 21:25,08:32.8,clean cleaning Residential Cleaning services keeping Home House Wash Washing part time maid partttime cleaning Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Iron Ironing Scrub Scrubbing Upkeep Build Building Building Cleaning Stain Stain Cleaning Dirt Dirty Kotor Disposal Cleanup Mess Messy Arrange Organize Dry Dry Clean Dry Cleaning Vacuum Mop Mopping Wipe Wiping Dust Dusty Home Clean Home Cleaning House Clean House Cleaning Professional Cleaning Cleaners,,f,,522.0
287,116,Housekeeping Services,housekeeping-services,7/4/2015 3:47,04:46.6,,8/12/2016 7:04,f,,116.0
288,318,HR Training,hr-training,3/12/2015 16:21,04:46.6,HR Training  ,8/12/2016 7:05,f,,318.0
289,249,Hungry Ghost Festival Suppliers,hungry-ghost-festival-suppliers,3/12/2015 16:21,04:46.6,Hungry Ghost Festival Suppliers  ,8/12/2016 7:05,f,,249.0
290,46,Illustration / 2 D Or 3 D Animation,illustration-2-d-or-3-d-animation,1/11/2014 21:25,04:46.6,Illustration / 2 D Or 3 D Animation Ceiling Flooring Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office ,8/12/2016 7:05,f,,46.0
291,165,Illustration / Animations,illustration-animations,3/12/2015 16:21,04:46.6,Illustration / Animations  ,8/12/2016 7:05,f,,165.0
292,166,"Insect Control - Cockroach, Ants, Bees, Housefly",insect-control-cockroach-ants-bees-housefly,3/12/2015 16:21,04:46.6,"Insect Control - Cockroach, Ants, Bees, Housefly  ",8/12/2016 7:06,f,,166.0
293,148,Insect/Mosquito Screening,insect-mosquito-screening,14/7/2015 7:17,04:46.6,Insect/Mosquito Screening  Insect Screen Mosquito Screen Insect Screening Mosquito Screening Aedes Dengue Prevention Nyamuk Serangga Mosquito Netting Insect Netting Insect Protection Mosquito Protection ,26/8/2015 7:35,f,,148.0
294,579,Interior Design (Ace Works Design),interior-design-ace-works-design,13:24.7,13:41.3,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
295,573,Interior Design (Crestige Asia Enterprise),interior-design-crestige-asia-enterprise,14:56.5,15:11.4,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
296,578,Interior Design (Crosslogic Sdn Bhd),interior-design-crosslogic-sdn-bhd,46:04.0,46:19.3,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
297,576,Interior Design (Deluxe Privilege Sdn Bhd),interior-design-deluxe-privilege-sdn-bhd,48:12.4,48:48.7,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
298,575,Interior Design (FROGtograph Design),interior-design-frogtograph-design,30:05.9,30:48.8,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
299,581,Interior Design (Homa Design & Build),interior-design-homa-design-build,30:32.6,22:13.1,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
300,574,Interior Design (Icon Factory Sdn Bhd),interior-design-icon-factory-sdn-bhd,49:26.9,49:45.7,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
301,572,Interior Design (INFILLION SDN BHD),interior-design-infillion-sdn-bhd,11:05.3,37:40.2,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
302,580,Interior Design (Kaizin Concept Solution),interior-design-kaizin-concept-solution,35:19.8,35:19.8,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
303,577,Interior Design (Outre Works Sdn Bhd),interior-design-outre-works-sdn-bhd,23:45.6,24:16.5,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office,,f,,44.0
304,44,Interior Design Consultancy,interior-design-consultancy,1/11/2014 21:25,13:40.7,Interior Design Consultancy Ceiling Flooring Illustration 2 D 3 D Animation Space Furniture Planning Positioning Id Interior Decorator Interior Decoration Exterior Exterior Decorator Exterior Decoration Home Design Commercial Design Industrial Design Home Designer Commercial Designer Industrial Designer Home Decorator Commercial Decorator Industrial Decorator Home Decoration Commercial Decoration Industrial Decoration Perspective Perspective View Perspective View Image Technical Technical Drawing Elevation Drawing Sketch Vinyl Vinyl Flooring Laminate Solid Solid Wood Floor Flooring Tile Tiled Tiles Concrete Concrete Flooring Hall Hallway Living Living Area Master Master Bed Masterbedroom Bedroom Bed Kitchen Pantry Dining Dining Area Av Av Room Family Family Room Porch Guest Guest Room Office General Handyman General Contracting Handyman Handyman Contractor,,t,f,44.0
305,277,Invitation Card,wedding-card,3/12/2015 16:21,04:46.6,Invitation Card,,f,,277.0
306,11,Ironwork,ironwork,1/11/2014 21:25,14:23.9,Ironwork Iron Install Build Fence Grill Doors Stairs Railing Canopy Besi Pintu Besi Wrought Iron Aluminum Stainless Steel Metal Roofing Awning Ironman Ironmonger Welding Welder Steel Fix Design Steel Fence Metal Grill Iron Door Tangga Repair Metal Design Fix Fence Iron Grill Steel Door Metal Stairs Repair Metal New Fence Repair Grill Front Door Iron Stairs Repair Metal Metal New Fence Repair Grill Front Door Iron Stairs New Metal Metal Fence Pintu Tangga Besi Pagar Mesh Cross Link Fence Contractor Gate General Handyman General Contracting Handyman Handyman Contractor,,t,f,11.0
307,226,IT Support,it-support,3/12/2015 16:21,10:23.8,IT Support  ,,t,,226.0
308,302,Italian Language,italian-language,3/12/2015 16:21,04:46.6,Italian Language  ,8/12/2016 7:06,f,,302.0
309,100,Iyengar Yoga,iyengar-yoga,1/11/2014 21:25,04:46.6,Iyengar Yoga Iyengar Yoga Lessons Exercise Relaxed Flexibility Stretch Training Fit Fitness Yoga Trainer Instructor Health Healthy Sports Coach After Work Exercise Therapy Relaxation Meditation Yogi ,8/12/2016 7:06,f,,100.0
310,303,Japanese Language,japanese-language,3/12/2015 16:21,28:41.2,Japanese Language,,f,,303.0
311,273,Jeweller,jeweller,3/12/2015 16:21,04:46.6,Jeweller  ,8/12/2016 7:07,f,,273.0
312,319,Jewellery,jewellery,3/12/2015 16:21,04:46.6,Jewelery  ,8/12/2016 7:07,f,,319.0
313,390,Jewelry Making Lessons,jewelry-making-lessons,2/2/2016 8:34,04:46.6,Jewelry Making Lessons  ,8/12/2016 7:07,f,,390.0
314,391,Jewelry Making Lessons 10747745 6839 473f 905b 960ddb288ac7,jewelry-making-lessons-10747745-6839-473f-905b-960ddb288ac7,2/2/2016 8:34,04:46.6,Jewelry Making Lessons  ,2/2/2016 8:34,f,,391.0
315,489,Kitchen Hood Installation,kitchen-hood-installation,3/4/2017 11:13,00:35.5,Kitchen Hood Installation  Kitchen Hood Installation,,f,,34.0
316,483,Kitchen Hood Repair,kitchen-hood-repair,3/4/2017 9:28,00:46.1,Kitchen Hood Repair  Kitchen Hood Repair Home Appliance,,f,,483.0
317,422,Klang Valley to Johor (1 tonne),klang-valley-to-johor-1-tonne,10/11/2016 8:23,45:53.5,Klang Valley to Johor (1 tonne),,f,,403.0
318,423,Klang Valley to Johor (3 tonne),klang-valley-to-johor-3-tonne,10/11/2016 8:31,45:36.0,Klang Valley to Johor (3 tonne),,f,,403.0
319,424,Klang Valley to Johor (5 tonne),klang-valley-to-johor-5-tonne,10/11/2016 8:45,45:24.1,Klang Valley to Johor (5 tonne),,f,,403.0
320,428,Klang Valley to Negeri Sembilan (1 tonne),klang-valley-to-negeri-sembilan-1-tonne,10/11/2016 9:07,42:20.1,Klang Valley to Negeri Sembilan (1 tonne),,f,,403.0
321,429,Klang Valley to Negeri Sembilan (3 tonne),klang-valley-to-negeri-sembilan-3-tonne,10/11/2016 9:20,42:09.7,Klang Valley to Negeri Sembilan (3 tonne),,f,,403.0
322,430,Klang Valley to Negeri Sembilan (5 tonne),klang-valley-to-negeri-sembilan-5-tonne,10/11/2016 9:26,41:58.5,Klang Valley to Negeri Sembilan (5 tonne),,f,,403.0
323,425,Klang Valley to Penang (1 tonne),klang-valley-to-penang-1-tonne,10/11/2016 8:53,42:56.7,Klang Valley to Penang (1 tonne),,f,,403.0
324,426,Klang Valley to Penang (3 tonne),klang-valley-to-penang-3-tonne,10/11/2016 8:58,42:42.3,Klang Valley to Penang (3 tonne),,f,,403.0
325,427,Klang Valley to Penang (5 tonne),klang-valley-to-penang-5-tonne,10/11/2016 9:03,42:31.1,Klang Valley to Penang (5 tonne),,f,,403.0
326,304,Korean Language,korean-language,3/12/2015 16:21,08:29.3,Korean Language,,f,,304.0
327,25,Landscaping,landscaping,1/11/2014 21:25,17:19.8,Landscaping Landscaper Gardener Outdoor Gardening Water Fountain Water Feature Pond Garden Architect Grass Shrubs Trees Japanese Garden Flower Bed Sprinkler Installation Drainage System Outdoor Lighting Walkway Car Drive Way Boulder Water Features Artificial Grass Turf Lanskep Pergola Patio General Handyman General Contracting Handyman Handyman Contractor,,t,f,25.0
328,186,Laundry (At Home),laundry-at-home,3/12/2015 16:21,04:46.6,Laundry (At Home)  ,8/12/2016 7:09,f,,186.0
329,595,Laundry (Clean & Press),laundry-clean-press,25:35.6,41:53.7,Laundry (Clean & Press),,t,,595.0
330,598,Laundry (Curtains),laundry-curtains,33:44.8,24:13.2,Laundry (Curtains),,t,f,598.0
331,596,Laundry (Curtains) old,laundry-curtains-rugs,27:04.6,33:17.3,Laundry (Curtains & Rugs),22:23.7,t,,596.0
332,187,Laundry (Drop-Off),laundry-drop-off,3/12/2015 16:21,04:46.6,Laundry (Drop-Off)  ,8/12/2016 7:09,f,,187.0
333,597,Laundry (Rugs),laundry-rugs,33:10.5,23:53.7,Laundry (Rugs),,t,f,597.0
334,594,Laundry (Wash & Fold),laundry-wash-fold,47:30.0,58:31.4,Laundry (Wash & Fold),,t,f,594.0
335,593,Laundry Services,laundry-services,20:12.4,27:43.3,Laundry Services,,f,,593.0
336,167,Lighting Instalation,lighting-instalation,3/12/2015 16:21,04:46.6,Lighting Instalation  ,4/12/2015 9:29,f,,167.0
337,27,Lighting Installation,lighting-installation,1/11/2014 21:25,17:35.5,Lighting Installation Fix New Lights Install New Lights Downlights Chandelier Wall Lights Pendant Lights Floor Lights Down Lights Flourescent Lights Tube Lights Wire New Lights Light Man Electrician Lighting Expert Lighting Technician Light Fixer Lights Installation Wiring Electrical New Lights Put In New Lights Indoor Lighting Outdoor Lighting Lampu General Handyman General Contracting Handyman Handyman Contractor,,t,f,34.0
338,28,Lighting Repair,lighting-repair,1/11/2014 21:25,17:50.3,Lighting Repair Lights Do Not Light Up Blackout No Electricity No Light Light Dim Dim Light Light Broken Light Repair Light Flickering Flickering Light On And Off Repair Light Fix Light Light Fixer Electrician Electrical Lighting Expert Wiring Brights Dark Power Out Power Cut Short Circuit Flashing Light General Handyman General Contracting Handyman Handyman Contractor,,t,f,28.0
339,274,Limousine,limousine,3/12/2015 16:21,04:46.6,Limousine  ,9/12/2015 6:51,f,,274.0
340,212,Limousine Rental,limousine-rental,3/12/2015 16:21,04:46.6,Limousine Rental  ,8/12/2016 7:09,f,,212.0
341,251,Lion Dance,lion-dance,3/12/2015 16:21,08:28.7,Lion Dance  ,,f,,251.0
342,252,Live Cow/Sheep Supplier - Hari Raya Korban,live-cow-sheep-supplier-hari-raya-korban,3/12/2015 16:21,04:46.6,Live Cow/Sheep Supplier - Hari Raya Korban  ,8/12/2016 7:10,f,,252.0
343,544,Local Moving - 1 Tonne Lorry,local-moving-1-tonne-lorry,58:15.5,02:03.5,Local Moving - 1 Tonne Lorry Local Moving - Budget Lorry Local Moving lori sewa rented rental reloc relocation within Klang Valley Transport Transportation Move Mover Driver Driver Lorry Truck Lorries Car Cars Logistics Shifting Heavy Machines Local Manpower Man Power Power Tail Lift Tail Lift Lifting Heavy Machines Machinery Equipment Load Loading Loader Lorries Lease Supply Leasing Work Worker Carry Carrying Angkut Barang Transportasi Punggah Klang Valley Valley Klang Contract Box Boxes Boxing Wrapping Port Porting Goods Permanent Temporary Additional Workers Additional Emplopyees Rent Rental Renting House Moving House Mover Home Moving Home Mover Office Moving Office Mover Pindah Pindah Rumah Pindah Pejabat Sewa Lori Sewa Sewa Lori Sewa Lorry,,f,f,403.0
