user_id,service_type_id,count
16699,14,1
16699,57,2
16699,102,2
16699,397,1
16699,405,1
16699,508,1
16699,544,2
16701,6,1
16701,45,1
16701,379,1
16702,6,1
16702,27,1
16702,57,2
16702,126,2
16702,154,1
16702,421,1
16702,508,1
16703,65,1
16704,57,1
16704,120,1
16705,57,4
16706,57,2
16707,59,1
16707,522,1
16708,1,1
16708,27,1
16708,29,1
16708,32,1
16708,57,2
16708,106,1
16708,164,1
16709,374,1
16710,1,1
16710,27,1
16710,59,1
16710,106,1
16712,57,1
16712,403,1
16713,57,1
16714,1,1
16714,2,1
16714,22,2
16714,23,1
16714,400,1
16714,525,1
16715,2,1
16715,65,2
16715,153,1
16715,374,1
16715,508,1
16716,57,1
16716,508,1
16716,522,8
16717,1,2
16717,11,1
16717,21,1
16717,27,2
16717,31,1
16717,33,1
16717,102,1
16717,103,1
16717,108,1
16717,110,1
16717,180,1
16717,224,1
16717,510,1
16717,522,2
16717,531,1
16718,1,1
16718,57,3
16718,300,1
16719,1,1
16720,3,1
16720,5,1
16720,6,3
16720,22,1
16720,57,1
16720,59,1
16721,10,1
16721,17,1
16721,24,1
16721,59,1
16723,59,1
16723,96,1
16725,33,1
16725,480,1
16726,1,4
16726,20,1
16726,29,1
16726,33,3
16726,65,3
16726,66,1
16726,113,1
16726,327,1
16726,441,1
16726,480,1
16726,508,1
16727,1,1
16727,34,1
16727,57,5
16727,156,2
16727,384,1
16727,385,1
16728,305,1
16729,21,1
16730,115,1
16731,33,1
16731,126,2
16732,20,1
16732,59,1
16733,33,1
16734,33,1
16734,222,1
16735,1,1
16736,57,1
16737,57,1
16738,28,2
16738,51,1
16738,57,1
16738,105,1
16740,153,1
16741,1,1
16742,2,1
16742,22,1
16743,3,1
16743,24,1
16743,57,4
16743,102,1
16743,512,1
16745,125,1
16746,6,1
16746,22,1
16746,33,2
16746,544,2
16747,57,5
16747,115,1
16748,33,1
16749,3,1
16749,33,1
16749,65,1
16749,376,1
16751,17,1
16752,15,1
16752,299,1
16752,374,1
16753,57,3
16753,522,1
16755,182,1
16755,234,1
16755,255,1
16755,305,1
16758,12,1
16758,113,1
16759,3,1
16759,27,2
16759,33,1
16759,102,3
16759,126,1
16759,508,1
16759,522,1
16760,57,1
16762,3,1
16763,3,1
16763,22,1
16763,255,1
16764,22,5
16765,61,1
16768,48,2
16768,51,1
16768,53,1
16768,88,1
16768,123,2
16769,15,1
16771,58,1
16774,5,2
16774,57,1
16774,398,1
16775,57,1
16775,67,1
16776,12,1
16776,15,1
16776,57,7
16776,110,1
16777,33,2
16779,1,2
16779,9,1
16780,10,1
16780,12,1
16780,29,1
16780,33,1
16780,57,5
16780,102,2
16780,106,3
16780,126,3
16780,510,2
16780,512,1
16780,524,1
16781,3,1
16781,28,1
16781,33,1
16781,103,1
16784,6,1
16784,8,1
16784,112,1
16785,22,1
16785,27,1
16785,102,1
16785,120,1
16785,125,1
16785,126,1
16786,33,3
16786,57,1
16786,115,2
16786,374,1
16786,508,1
16787,65,1
16787,104,1
16787,180,1
16787,247,1
16788,15,1
16788,27,1
16788,33,2
16788,34,1
16789,33,1
16789,57,3
16789,304,2
16789,508,1
16789,522,4
16790,33,1
16790,57,3
16790,508,1
16790,522,2
16791,15,2
16793,3,1
16793,57,2
16793,102,1
16793,117,2
16793,522,2
16794,102,1
16796,28,1
16797,51,1
16797,52,1
16797,234,1
16798,33,2
16798,57,2
16802,15,1
16802,18,1
16803,33,1
16808,57,1
16808,522,2
16809,57,2
16809,117,1
16810,17,3
16810,58,1
16811,33,1
16812,57,1
16812,59,1
16812,119,1
16812,164,1
16812,571,1
16813,53,1
16813,59,2
16813,88,1
16813,242,1
16814,58,2
16815,19,2
16815,33,1
16815,522,2
16816,178,1
16818,154,1
16821,102,1
16822,4,1
16822,11,1
16822,21,1
16822,22,1
16822,34,1
16822,57,1
16822,59,1
16822,102,1
16822,108,1
16822,109,1
16822,113,2
16822,379,1
16823,34,2
16823,65,1
16823,106,2
16823,178,1
16823,610,1
16824,57,1
16825,1,1
16825,113,1
16826,102,2
16826,255,1
16828,48,1
16828,102,1
16829,59,1
16830,57,1
16831,11,2
16831,27,1
16831,126,1
16832,1,2
16834,20,1
16834,102,1
16835,33,2
16835,126,1
16836,47,1
16837,154,1
16837,379,1
16838,1,1
16839,1,4
16839,3,1
16839,25,1
16839,33,2
16839,44,1
16839,57,1
16839,104,1
16839,106,1
16839,441,1
16839,480,1
16842,33,1
16843,74,1
16844,5,1
16844,33,1
16844,34,1
16844,65,1
16845,441,1
16846,33,1
16846,164,2
16847,57,3
16847,115,1
16849,27,1
16849,28,1
16849,33,1
16849,44,1
16849,57,3
16849,65,3
16849,125,1
16849,374,1
16849,531,1
16850,33,1
16850,57,1
16850,96,4
16850,374,4
16850,376,1
16851,33,1
16851,57,4
16852,1,1
16853,1,1
16853,6,2
16853,8,1
16853,10,2
16853,15,3
16853,27,2
16853,29,6
16853,31,1
16853,57,1
16853,61,1
16853,103,1
16853,108,1
16853,112,2
16853,126,2
16853,494,1
16854,1,1
16854,508,1
16855,33,2
16855,235,1
16855,374,2
16855,508,1
16856,2,2
16856,33,5
16856,57,2
16856,104,1
16856,115,1
16856,131,1
16856,164,1
16857,1,1
16858,9,1
16858,22,2
16858,109,1
16858,508,1
16858,522,1
16859,3,1
16859,57,2
16861,125,1
16862,33,1
16863,102,1
16864,300,1
16865,115,1
16866,305,1
16868,19,1
16869,1,1
16869,57,3
16869,115,1
16869,116,1
16869,128,1
16869,417,1
16869,442,1
16869,522,1
16870,33,1
16870,421,1
16870,508,1
16871,114,1
16872,59,1
16873,11,1
16873,33,1
16873,442,1
16874,57,2
16874,328,1
16874,399,1
16875,1,1
16875,2,1
16875,6,1
16875,21,1
16875,27,1
16875,29,1
16876,57,1
16877,34,1
16877,65,1
16877,102,1
16877,305,1
16879,2,1
16879,5,2
16879,8,1
16879,22,1
16879,59,1
16879,102,1
16879,104,3
16879,126,1
16879,153,1
16882,57,1
16883,33,1
16883,102,1
16887,3,1
16887,44,1
16887,57,1
16887,525,1
16889,34,1
16890,57,2
16890,59,1
16890,253,1
16891,57,1
16891,65,1
16891,102,1
16892,6,1
16892,51,1
16892,55,2
16892,57,1
16892,402,1
16893,102,1
16894,58,1
16896,44,1
16899,1,1
16899,57,1
16901,14,1
16902,102,2
16903,57,2
16903,154,1
16903,382,1
16904,57,1
16905,25,1
16905,27,1
16905,33,2
16905,57,2
16905,59,2
16905,102,1
16908,33,2
16908,57,1
16908,154,1
16908,522,2
16908,525,2
16908,614,1
16909,3,1
16909,28,1
16909,31,1
16909,57,5
16909,402,1
16909,406,1
16909,508,1
16909,522,1
16910,1,1
16910,20,1
16912,1,1
16912,6,1
16912,33,2
16912,57,4
16912,374,1
16912,508,1
16913,33,1
16913,57,1
16913,399,1
16914,1,1
16914,5,1
16914,19,1
16914,57,1
16914,306,1
16914,495,1
16914,508,1
16914,515,2
16915,33,1
16915,102,1
16916,25,1
16916,57,1
16916,106,1
16916,117,1
16916,119,1
16916,441,1
16916,508,1
16916,513,1
16916,522,43
16918,57,2
16919,126,2
16920,57,1
16920,115,1
16921,33,1
16922,1,1
16923,22,1
16923,34,1
16923,102,1
16924,1,1
16924,3,1
16924,11,1
16924,15,1
16924,20,1
16924,21,1
16924,33,1
16924,59,1
16924,110,1
16924,153,1
16925,15,1
16926,6,1
16926,33,3
16926,223,1
16927,33,1
16927,57,5
16927,115,1
16927,120,1
16927,133,1
16927,442,1
16928,154,1
16928,305,1
16930,33,1
16933,104,1
16933,105,1
16935,33,1
16936,33,1
16936,56,1
16936,58,1
16936,227,1
16936,522,1
16937,57,2
16938,382,1
16939,128,1
16940,1,1
16940,32,1
16940,57,1
16940,102,1
16940,133,1
16941,12,1
16943,1,1
16943,15,1
16943,22,1
16944,29,1
16945,57,1
16946,57,1
16946,102,2
16946,114,1
16946,367,1
16947,59,2
16947,102,1
16948,1,1
16948,6,1
16948,57,1
16948,374,1
16949,2,1
16950,33,1
16950,116,1
16951,57,1
16952,74,1
16953,57,1
16954,57,3
16956,33,2
16956,59,2
16956,102,1
16956,432,1
16956,512,1
16957,6,1
16957,28,1
16957,29,1
16957,44,1
16957,106,1
16957,379,1
16957,508,1
16958,57,3
16958,522,1
16960,58,1
16961,57,1
16962,1,2
16962,33,2
16962,106,1
16963,33,2
16963,441,1
16965,1,1
16965,29,1
16965,102,1
16965,522,19
16966,57,1
16966,102,1
16968,57,1
16968,59,2
16968,382,1
16970,33,1
16971,96,1
16971,115,1
16971,305,1
16973,55,1
16974,1,1
16974,57,1
16974,59,2
16974,102,1
16975,2,2
16975,34,1
16976,33,1
16978,102,1
16980,33,1
16982,117,1
16983,33,1
16983,164,1
16985,1,1
16985,15,1
16985,34,1
16985,58,2
16985,102,1
16985,103,1
16985,234,1
16985,424,1
16985,494,1
16987,2,1
16987,11,1
16987,57,1
16988,33,1
16989,331,1
16990,57,1
16990,115,1
16991,22,1
16991,33,1
16991,66,1
16991,508,1
16992,102,1
16993,1,3
16993,4,1
16993,20,1
16993,130,1
16993,234,1
16995,1,1
16995,106,1
16995,115,2
16996,65,1
16997,48,1
16998,3,1
16999,1,1
16999,3,1
16999,33,1
16999,57,1
17000,2,1
17000,3,1
17000,57,3
17000,59,2
17000,102,1
17000,117,1
17000,254,1
17002,33,1
17004,12,1
17004,34,2
17004,102,1
17004,106,1
17004,115,1
17004,388,1
17007,1,1
17007,32,1
17007,57,2
17007,115,1
17007,520,1
17008,3,1
17008,303,2
17009,32,1
17009,102,1
17010,3,1
17010,21,1
17010,28,1
17010,33,2
17010,153,1
17010,508,1
17010,522,1
17011,105,1
17012,57,2
17012,59,1
17012,522,1
17013,106,1
17013,493,1
17014,6,1
17014,33,1
17015,57,1
17015,115,1
17016,22,1
17017,6,1
17018,57,1
17018,115,1
17019,57,1
17019,102,1
17019,397,1
17021,1,1
17021,29,1
17021,63,1
17021,102,1
17021,473,1
17023,102,1
17024,1,1
17024,3,1
17024,11,1
17024,15,1
17024,22,1
17024,27,1
17024,28,2
17024,29,1
17024,32,1
17024,34,1
17024,44,1
17024,57,3
17024,115,1
17024,153,1
17024,508,1
17024,522,2
17024,524,1
17024,544,1
17025,1,2
17025,57,3
17025,59,2
17025,114,1
17026,303,1
17027,1,2
17027,59,1
17027,510,1
17027,517,1
17028,126,1
17030,57,1
17030,515,1
17030,522,3
17030,544,2
17031,1,1
17033,57,1
17033,59,1
17034,33,1
17037,57,1
17038,33,1
17039,49,2
17042,125,2
17044,20,1
17044,112,1
17046,78,1
17046,254,2
17047,2,1
17047,8,1
17047,57,1
17048,5,1
17048,33,1
17049,106,1
17050,33,1
17050,59,1
17050,115,1
17050,382,1
17051,65,2
17051,106,1
17051,117,1
17051,180,1
17051,305,1
17054,1,1
17054,8,1
17054,22,1
17054,57,1
17054,125,1
17055,57,1
17055,115,1
17055,513,1
17056,58,1
17056,125,1
17057,11,2
17057,15,1
17057,21,1
17057,27,1
17057,50,1
17057,106,1
17058,1,2
17058,22,2
17058,34,1
17058,59,1
17058,510,1
17059,33,1
17060,33,1
17060,58,1
17060,115,1
17060,117,1
17062,57,1
17062,115,1
17063,22,1
17065,3,1
17065,58,2
17065,115,1
17066,1,1
17066,57,2
17067,33,1
17068,14,1
17068,57,1
17069,33,2
17069,126,2
17070,120,1
17071,22,1
17072,1,1
17073,52,1
17073,480,1
17074,6,1
17074,57,1
17074,131,1
17075,57,1
17076,57,1
17076,102,1
17076,103,1
17077,1,1
17078,1,3
17078,128,1
17079,33,3
17079,57,1
17079,106,1
17079,379,1
17079,522,1
17080,1,1
17080,5,1
17080,6,1
17080,19,1
17080,327,1
17080,522,4
17081,19,1
17081,33,1
17081,57,2
17082,33,1
17083,22,1
17084,57,3
17084,59,1
17084,102,1
17085,102,1
17087,57,1
17088,19,1
17089,59,1
17090,33,1
17090,57,2
17091,15,1
17093,1,1
17093,10,1
17093,11,6
17093,15,2
17093,27,1
17093,31,1
17093,33,3
17093,34,2
17093,44,1
17093,120,1
17093,126,1
17094,22,1
17094,31,1
17094,32,2
17094,33,1
17094,52,1
17094,59,1
17094,102,1
17094,386,1
17095,15,1
17096,2,1
17096,19,1
17096,33,2
17096,51,1
17096,57,1
17096,96,2
17096,299,1
17096,508,1
17097,57,2
17098,57,1
17099,102,2
17100,128,2
17100,374,1
17100,398,1
17100,508,1
17100,522,11
17101,3,1
17101,33,1
17101,57,4
17101,115,1
17101,397,1
17102,1,2
17102,6,1
17102,508,1
17103,33,1
17104,102,1
17104,120,1
17104,303,1
17105,6,1
17105,11,1
17105,22,1
17106,22,1
17106,50,3
17106,55,2
17106,65,1
17106,224,3
17106,242,1
17106,305,1
17107,3,1
17107,6,1
17107,15,2
17107,17,1
17107,20,1
17107,33,1
17107,57,1
17108,57,1
17109,255,1
17110,102,1
17111,1,2
17111,57,1
17111,59,1
17111,508,1
17111,525,1
17112,57,1
17112,58,1
17114,57,1
17117,57,6
17117,374,2
17118,33,2
17118,57,1
17118,59,1
17119,3,1
17119,57,1
17119,59,1
17120,1,1
17120,44,2
17121,1,1
17121,2,1
17121,21,1
17121,28,3
17121,106,3
17121,164,1
17121,510,1
17122,57,1
17122,106,1
17122,125,1
17123,22,1
17123,103,2
17124,1,1
17124,57,3
17124,102,1
17126,65,2
17126,105,1
17126,327,1
17127,33,1
17127,57,1
17127,135,1
17128,1,1
17128,27,1
17128,57,1
17129,1,1
17129,5,1
17129,6,1
17129,20,2
17129,106,1
17130,28,2
17130,106,2
17130,493,1
17131,9,2
17131,58,2
17131,117,1
17131,441,1
17132,33,1
17132,57,1
17132,114,3
17133,8,1
17133,33,1
17134,5,1
17134,6,1
17136,1,4
17136,5,1
17136,6,1
17136,34,1
17136,178,1
17136,522,1
17137,1,1
17137,33,1
17137,58,1
17137,153,1
17137,397,1
17139,33,1
17140,117,1
17141,6,1
17141,33,1
17141,515,1
17143,18,1
17144,57,1
17145,1,2
17145,22,1
17145,23,1
17145,397,1
17145,550,1
17146,33,1
17146,57,2
17147,33,1
17147,57,1
17149,57,1
17153,152,1
17154,6,1
17154,33,1
17155,6,1
17155,24,1
17155,57,3
17155,73,1
17155,106,2
17155,303,1
17156,2,1
17157,102,1
17157,113,1
17159,58,1
17161,33,2
17161,125,1
17161,480,1
17163,109,1
17163,508,4
17165,57,1
17165,117,2
17165,125,1
17165,374,1
17168,1,1
17168,131,1
17171,22,1
17171,24,1
17172,33,1
17172,102,1
17172,234,2
17173,16,1
17173,106,1
17173,164,3
17174,1,1
17174,493,2
17175,1,2
17175,34,1
17175,57,2
17175,102,3
17175,115,1
17177,23,1
17177,33,2
17177,106,1
17177,441,2
17178,32,1
17179,33,1
17180,6,1
17180,10,1
17180,15,2
17180,20,1
17180,22,2
17180,57,1
17180,397,1
17181,3,1
17182,10,1
17183,15,1
17183,57,1
17184,1,1
17184,32,1
17184,33,1
17184,57,1
17184,99,1
17184,110,1
17185,153,1
17186,1,1
17186,59,1
17186,102,1
17187,125,1
17188,1,1
17188,28,1
17188,102,2
17188,120,1
17188,125,1
17188,520,1
17189,34,1
17189,57,2
17189,105,1
17189,522,1
17190,3,1
17190,33,1
17190,57,2
17190,102,1
17190,508,1
17190,512,1
17191,102,1
17192,44,1
17193,57,3
17194,59,1
17194,106,1
17195,19,1
17195,33,1
17195,374,1
17195,497,1
17196,1,1
17196,2,1
17196,3,1
17196,5,1
17196,6,1
17196,33,1
17196,57,2
17196,110,1
17196,113,2
17196,125,1
17196,175,1
17196,480,1
17196,522,1
17197,15,1
17197,106,1
17197,481,1
17197,510,2
17198,2,1
17198,6,1
17198,117,1
17199,23,1
17199,44,1
17199,96,1
17200,22,1
17200,59,1
17200,102,1
17201,303,1
17202,59,1
17204,57,1
17204,106,1
17205,113,1
17206,1,1
17206,117,1
17206,223,1
17207,57,7
17207,59,4
17207,102,3
17207,126,1
17207,379,1
17208,22,1
17209,57,17
17209,58,1
17209,115,1
17209,508,3
17209,522,4
17210,32,1
17210,57,1
17212,3,1
17212,57,2
17212,116,1
17212,522,2
17214,128,1
17215,33,1
17216,33,2
17216,235,1
17217,120,1
17218,1,1
17221,126,1
17222,48,1
17222,125,1
17222,126,1
17224,2,1
17225,1,1
17225,28,1
17225,57,3
17225,59,1
17225,115,1
17225,131,1
17226,18,1
17227,57,1
17227,115,1
17229,6,1
17230,22,1
17230,24,1
17230,33,2
17230,102,2
17230,120,1
17230,223,1
17230,234,1
17230,512,1
17231,33,1
17231,57,1
17231,103,1
17231,116,1
17231,164,1
17231,376,1
17232,1,2
17232,2,1
17232,6,1
17232,9,1
17232,27,1
17232,31,1
17232,33,1
17232,441,1
17234,57,1
17234,379,1
17235,2,1
17235,27,1
17235,59,1
17236,57,2
17236,59,1
17236,106,1
17236,254,1
17236,431,1
17237,120,1
17237,129,1
17238,327,1
17239,3,2
17239,7,2
17239,15,1
17239,19,1
17239,31,1
17239,33,1
17239,48,2
17239,53,2
17239,57,5
17239,102,1
17239,104,2
17239,105,1
17239,106,1
17239,108,2
17239,109,1
17239,112,1
17239,155,1
17239,156,2
17239,236,1
17239,237,2
17239,242,3
17239,244,1
17239,247,2
17239,248,5
17239,254,1
17239,257,3
17239,277,1
17239,299,1
17239,379,1
17239,380,1
17239,382,3
17239,384,1
17239,385,2
17239,393,1
17240,1,1
17241,31,1
17241,57,2
17241,59,1
17241,117,1
17241,508,1
17242,88,1
17242,154,1
17242,379,1
17242,382,1
17243,1,3
17243,28,1
17243,34,3
17243,441,1
17244,106,1
17246,57,1
17247,28,1
17249,102,1
17250,57,1
17250,102,3
17251,22,1
17251,28,1
17251,44,1
17251,57,3
17251,59,1
17251,106,1
17251,153,1
17251,164,1
17251,522,1
17251,599,1
17252,2,1
17252,106,1
17253,33,2
17253,116,1
17254,102,1
17257,102,1
17258,3,1
17258,28,1
17258,57,3
17258,59,1
17258,63,2
17258,102,1
17258,113,1
17258,522,5
17258,524,1
17258,531,1
17260,33,1
17262,234,1
17263,57,1
17264,3,1
17264,21,5
17264,23,2
17265,48,2
17266,65,1
17267,1,1
17267,102,3
17267,113,1
17269,21,1
17270,102,1
17271,33,1
17273,374,2
17274,128,1
17275,178,1
17278,3,1
17278,106,1
17278,126,2
17279,57,1
17280,139,1
17281,33,1
17281,50,1
17281,208,1
17282,53,1
17282,379,1
17283,78,1
17283,248,1
17283,269,1
17284,44,1
17286,27,1
17286,29,1
17286,33,4
17286,126,2
17287,3,1
17288,96,1
17288,106,1
17288,481,1
17290,300,1
17290,522,1
17293,11,1
17293,33,1
17295,57,1
17295,115,1
17295,247,1
17295,382,2
17296,1,1
17297,1,1
17297,19,1
17298,126,1
17300,3,1
17302,1,1
17302,57,1
17302,305,1
17303,57,3
17304,303,1
17305,57,2
17305,303,1
17306,1,1
17306,32,1
17306,33,1
17306,57,1
17306,59,4
17306,103,1
17306,442,1
17306,508,2
17306,515,1
17306,517,1
17306,522,19
17307,12,1
17307,57,2
17310,33,1
17310,57,3
17311,57,2
17311,59,3
17311,524,1
17312,33,1
17312,508,1
17313,10,1
17313,15,1
17313,57,1
17313,59,1
17313,113,2
17314,3,1
17314,8,1
17314,59,1
17314,257,1
17314,545,1
17315,57,1
17315,65,2
17315,313,1
17316,57,1
17317,15,1
17317,33,1
17318,106,1
17319,59,1
17320,22,1
17320,102,1
17321,28,1
17321,44,1
17321,223,1
17322,52,4
17324,25,1
17324,546,1
17325,57,1
17327,33,1
17327,34,1
17327,57,1
17328,57,1
17328,115,1
17328,522,1
17329,33,1
17329,57,1
17330,2,1
17331,1,1
17331,33,1
17332,225,1
17332,234,1
17332,305,1
17333,6,1
17334,570,1
17335,33,2
17335,374,1
17336,2,3
17337,33,1
17337,208,1
17338,1,1
17338,59,1
17338,102,2
17338,106,1
17338,126,1
17338,508,1
17339,224,1
17341,57,1
17341,115,1
17341,277,1
17342,125,1
17343,22,1
17343,32,1
17343,106,1
17344,3,1
17344,23,1
17344,102,2
17345,57,3
17345,441,1
17346,33,1
17346,299,1
17347,57,1
17347,106,1
17347,115,2
17347,512,1
17347,522,1
17348,1,3
17348,15,1
17348,29,1
17348,33,1
17349,135,1
17350,27,1
17350,125,1
17351,56,1
17353,164,1
17355,57,1
17356,1,1
17356,33,1
17356,34,1
17356,522,2
17357,57,5
17358,15,2
17358,20,1
17358,102,1
17358,113,2
17359,33,1
17360,8,1
17360,11,1
17360,27,1
17360,102,1
17360,113,1
17362,3,1
17362,27,1
17362,33,1
17362,126,2
17362,382,1
17365,57,1
17366,1,1
17366,33,2
17366,164,1
17366,374,1
17366,480,1
17366,508,1
17367,1,1
17367,22,1
17368,32,1
17368,115,1
17369,1,1
17369,33,1
17369,65,1
17369,522,4
17370,1,1
17370,27,1
17370,32,2
17371,102,3
17372,15,1
17373,1,1
17373,2,1
17373,22,1
17373,28,1
17373,57,1
17373,102,1
17373,126,1
17374,65,1
17374,102,2
17377,57,2
17377,522,1
17378,20,1
17378,33,1
17379,57,2
17380,208,1
17381,34,1
17382,58,1
17383,1,2
17383,6,2
17383,153,1
17383,517,1
17384,57,1
17385,128,1
17385,224,1
17386,33,1
17386,485,1
17387,28,1
17388,57,6
17388,59,2
17388,515,1
17389,2,1
17389,63,1
17389,114,1
17389,115,1
17390,33,1
17391,28,1
17391,32,5
17391,33,1
17391,57,15
17391,115,1
17391,303,1
17391,480,1
17391,522,1
17392,117,1
17393,374,1
17394,57,1
17394,117,1
17396,34,1
17397,102,1
17399,28,1
17400,27,1
17400,102,1
17400,522,1
17401,6,1
17402,1,4
17402,3,3
17402,5,2
17402,6,1
17402,7,1
17402,11,1
17402,15,2
17402,20,1
17402,25,2
17402,33,1
17402,34,1
17402,57,4
17402,59,1
17402,102,1
17402,106,1
17402,108,1
17402,110,1
17402,153,1
17402,235,1
17402,379,1
17402,398,1
17402,441,1
17402,495,1
17403,1,1
17403,2,1
17403,31,1
17403,57,6
17403,102,1
17403,115,1
17404,3,1
17404,47,1
17404,57,1
17404,63,1
17404,65,1
17404,74,1
17404,105,1
17404,106,1
17404,305,1
17405,33,1
17405,156,1
17406,57,1
17409,1,1
17409,33,1
17409,474,1
17410,382,1
17410,385,1
17413,6,1
17413,379,1
17414,1,1
17414,57,3
17415,33,1
17416,1,2
17416,58,1
17416,59,1
17416,114,1
17416,403,1
17416,404,1
17416,417,1
17416,481,1
17416,522,4
17416,543,1
17418,44,2
17418,47,1
17418,57,2
17419,33,1
17419,57,1
17419,102,2
17421,33,1
17421,57,1
17421,106,4
17421,164,1
17421,480,1
17422,57,2
17423,1,4
17423,32,1
17423,33,5
17423,57,1
17423,374,1
17423,508,4
17423,544,2
17425,34,1
17425,57,2
17425,102,1
17426,1,2
17426,44,1
17426,57,2
17426,397,3
17426,522,1
17426,547,1
17427,2,1
17427,305,3
17429,58,1
17430,131,1
17430,379,1
17430,512,1
17431,102,1
17432,255,1
17433,6,1
17433,27,5
17433,29,2
17433,33,12
17433,126,2
17433,178,1
17434,33,2
17434,57,1
17434,59,1
17434,397,1
17436,57,2
17436,153,1
17438,25,1
17438,57,1
17438,115,1
17438,508,1
17439,15,1
17439,23,1
17439,164,1
17440,57,1
17443,1,1
17443,28,1
17443,29,1
17443,57,9
17443,115,1
17443,164,1
17443,522,1
17445,63,1
17445,115,1
17446,102,1
17447,33,4
17447,57,8
17447,59,1
17449,102,1
17450,44,1
17451,27,1
17451,33,2
17451,59,2
17451,102,1
17451,488,1
17452,33,1
17454,27,1
17454,48,1
17454,108,1
17454,153,1
17455,3,1
17455,17,1
17455,33,1
17456,57,2
17457,33,1
17458,6,1
17458,33,1
17459,57,1
17460,7,1
17462,3,1
17462,33,2
17462,57,1
17462,267,2
17462,299,1
17462,374,1
17463,102,1
17465,1,2
17465,57,2
17465,237,1
17466,57,2
17466,65,1
17466,102,1
17466,115,1
17466,305,3
17468,102,1
17469,2,1
17470,3,1
17470,6,1
17470,57,1
17470,59,1
17470,102,1
17470,125,1
17471,11,1
17472,33,3
17473,2,2
17473,8,1
17473,10,1
17473,15,2
17473,16,1
17473,23,1
17473,57,2
17473,59,1
17473,125,1
17473,379,1
17474,22,1
17474,57,1
17474,115,1
17475,1,1
17475,3,1
17475,6,1
17475,24,1
17475,57,1
17475,59,2
17475,102,1
17475,108,1
17475,120,1
17476,59,2
17476,96,1
17477,33,1
17477,65,1
17478,15,1
17478,57,3
17479,27,1
17479,33,1
17479,57,3
17480,22,1
17480,133,1
17481,33,1
17481,102,1
17481,522,2
17481,525,1
17483,225,1
17484,29,1
17484,106,2
17484,113,3
17484,178,1
17485,58,2
17485,102,3
17485,103,2
17486,48,1
17487,59,1
17487,103,2
17488,57,2
17488,442,1
17489,6,2
17489,10,3
17489,11,1
17489,14,3
17489,102,1
17489,106,1
17489,113,1
17489,139,1
17489,178,1
17489,493,1
17491,3,1
17491,103,1
17492,44,1
17492,112,1
17493,2,1
17493,5,1
17493,6,1
17493,15,1
17494,33,1
17494,106,2
17495,57,1
17495,114,1
17497,305,1
17498,57,2
17499,6,1
17499,57,1
17499,58,1
17499,102,1
17499,164,1
17500,33,1
17500,102,1
17500,234,1
17501,33,2
17502,31,2
17502,114,1
17502,126,2
17502,510,1
17503,33,1
17503,108,1
17503,508,1
17504,1,1
17504,17,1
17504,33,2
17504,102,1
17504,113,1
17505,57,1
17506,3,1
17506,6,6
17506,8,2
17506,15,1
17506,33,3
17506,57,3
17506,106,1
17506,126,1
17506,164,2
17506,374,1
17507,1,1
17507,5,1
17507,6,1
17508,1,3
17508,6,1
17508,32,1
17508,106,2
17508,153,1
17508,164,1
17510,115,2
17511,1,1
17511,57,1
17512,3,1
17512,8,2
17512,12,1
17512,23,1
17512,57,1
17512,113,1
17513,1,1
17513,6,1
17513,223,1
17514,1,1
17514,2,1
17514,6,1
17514,32,2
17514,33,1
17514,34,1
17514,57,4
17514,59,1
17514,65,1
17514,102,3
17514,303,2
17515,570,1
17518,1,4
17518,3,1
17518,8,1
17518,19,1
17518,321,1
17518,441,1
17518,494,1
17521,57,1
17522,23,1
17522,67,1
17522,102,2
17522,108,1
17522,125,2
17522,480,1
17523,106,1
17526,57,2
17526,115,2
17527,57,2
17528,6,1
17528,7,1
17529,27,1
17530,6,1
17530,8,2
17530,11,7
17530,22,1
17530,34,1
17530,102,1
17530,106,5
17530,126,1
17530,127,1
17530,131,1
17530,133,1
17530,164,1
17532,1,1
17532,4,1
17532,57,1
17532,59,2
17532,102,1
17532,108,1
17532,120,1
17534,1,1
17535,59,2
17535,102,1
17535,124,1
17535,234,1
17536,22,1
17536,25,1
17536,28,1
17536,33,1
17537,57,1
17538,33,1
17538,102,1
17539,1,3
17539,6,1
17539,27,1
17539,57,1
17540,34,1
17540,61,1
17540,106,1
17540,120,1
17540,571,1
17541,59,1
17541,102,1
17542,114,1
17544,3,1
17545,6,1
17545,29,1
17545,96,2
17545,126,3
17546,32,1
17547,33,1
17549,29,1
17549,33,2
17549,153,1
17549,522,1
17550,33,1
17550,57,2
17551,25,1
17551,57,2
17552,57,1
17552,116,1
17552,305,1
17552,388,2
17553,102,1
17555,65,1
17555,67,1
17556,33,1
17556,106,1
17557,6,1
17557,63,1
17559,96,1
17562,15,2
17562,44,1
17562,57,1
17562,106,1
17562,153,1
17562,164,1
17563,1,1
17565,116,1
17565,154,1
17566,5,1
17566,11,1
17566,65,1
17566,66,2
17566,108,1
17566,299,1
17566,305,2
17567,6,1
17567,65,1
17567,374,1
17568,57,1
17569,57,1
17569,105,1
17570,102,1
17571,382,1
17573,234,1
17574,57,2
17575,1,5
17576,33,2
17577,57,1
17577,59,2
17577,116,1
17578,22,1
17578,31,1
17578,126,1
17579,102,1
17580,34,1
17580,120,1
17581,33,1
17581,57,1
17582,163,1
17583,24,1
17583,106,1
17584,117,1
17586,1,2
